Date,Apple,Amazon,Msft,Ibm,Spx
11/8/2021,-0.56%,-0.85%,0.28%,0.75%,0.09%
11/9/2021,0.25%,2.50%,-0.31%,-2.96%,-0.35%
11/10/2021,-1.92%,-2.63%,-1.53%,-0.52%,-0.82%
11/11/2021,-0.03%,-0.27%,0.49%,0.04%,0.06%
11/12/2021,1.43%,1.52%,1.29%,-1.09%,0.72%
11/15/2021,0.01%,0.58%,-0.19%,-0.08%,0.00%
11/16/2021,0.67%,-0.14%,1.02%,-0.34%,0.39%
11/17/2021,1.65%,0.23%,-0.11%,-0.34%,-0.26%
11/18/2021,2.85%,4.14%,0.63%,-1.19%,0.34%
11/19/2021,1.70%,-0.53%,0.54%,-0.52%,-0.14%
11/22/2021,0.29%,-2.83%,-0.96%,0.36%,-0.32%
11/23/2021,0.24%,0.21%,-0.63%,0.27%,0.17%
11/24/2021,0.33%,0.01%,0.07%,-0.05%,0.23%
11/26/2021,-3.17%,-2.12%,-2.44%,-0.79%,-2.27%
11/29/2021,2.19%,1.63%,2.11%,2.32%,1.32%
11/30/2021,3.16%,-1.53%,-1.79%,-1.18%,-1.90%
12/1/2021,-0.32%,-1.81%,-0.15%,-0.15%,-1.18%
12/2/2021,-0.61%,-0.18%,-0.18%,-0.02%,1.42%
12/3/2021,-1.17%,-1.38%,-1.97%,1.66%,-0.84%
12/6/2021,2.15%,1.11%,0.98%,0.90%,1.17%
12/7/2021,3.54%,2.80%,2.68%,1.39%,2.07%
12/8/2021,2.28%,0.00%,0.01%,1.18%,0.31%
12/9/2021,-0.30%,-1.13%,-0.56%,0.45%,-0.72%
12/10/2021,2.80%,-1.12%,2.83%,0.42%,0.95%
12/13/2021,-2.07%,-1.54%,-0.92%,-1.22%,-0.91%
12/14/2021,-0.80%,-0.28%,-3.26%,0.96%,-0.75%
12/15/2021,2.85%,2.50%,1.92%,-0.53%,1.63%
12/16/2021,-3.93%,-2.56%,-2.91%,2.29%,-0.87%
12/17/2021,-0.65%,0.68%,-0.34%,1.17%,-1.03%
12/20/2021,-0.81%,-1.73%,-1.20%,-0.27%,-1.14%
12/21/2021,1.91%,2.00%,2.31%,1.50%,1.78%
12/22/2021,1.53%,0.36%,1.81%,0.60%,1.02%
12/23/2021,0.36%,0.02%,0.45%,0.68%,0.62%
12/27/2021,2.30%,-0.82%,2.32%,0.76%,1.38%
12/28/2021,-0.58%,0.58%,-0.35%,0.77%,-0.10%
12/29/2021,0.05%,-0.86%,0.21%,0.54%,0.14%
12/30/2021,-0.66%,-0.33%,-0.77%,0.42%,-0.30%
12/31/2021,-0.35%,-1.14%,-0.88%,-0.19%,-0.26%
1/3/2022,2.50%,2.21%,-0.47%,1.78%,0.64%
1/4/2022,-1.27%,-1.69%,-1.71%,1.46%,-0.06%
1/5/2022,-2.66%,-1.89%,-3.84%,0.14%,-1.94%
1/6/2022,-1.67%,-0.67%,-0.79%,-2.08%,-0.10%
1/7/2022,0.10%,-0.43%,0.05%,-0.38%,-0.41%
1/10/2022,0.01%,-0.66%,0.07%,0.15%,-0.14%
1/11/2022,1.68%,2.40%,0.23%,-1.60%,0.92%
1/12/2022,0.26%,-0.09%,1.04%,0.54%,0.28%
1/13/2022,-1.90%,-2.42%,-4.23%,0.88%,-1.42%
1/14/2022,0.51%,0.57%,1.77%,-0.41%,0.08%
1/18/2022,-1.89%,-1.99%,-2.43%,-0.95%,-1.84%
1/19/2022,-2.10%,-1.65%,0.22%,-1.02%,-0.97%
1/20/2022,-1.03%,-2.96%,-0.57%,-0.58%,-1.10%
1/21/2022,-1.28%,-5.95%,-1.85%,-1.12%,-1.89%
1/24/2022,-0.49%,1.33%,0.11%,-0.41%,0.28%
1/25/2022,-1.14%,-3.15%,-2.66%,5.65%,-1.22%
1/26/2022,-0.06%,-0.80%,2.85%,-1.35%,-0.15%
1/27/2022,-0.29%,0.55%,1.05%,-1.30%,-0.54%
1/28/2022,6.98%,3.11%,2.81%,1.49%,2.43%
1/31/2022,2.61%,3.89%,0.88%,-0.69%,1.89%
2/1/2022,-0.10%,1.08%,-0.71%,1.47%,0.69%
2/2/2022,0.70%,-0.38%,1.52%,1.27%,0.94%
2/3/2022,-1.67%,-7.81%,-3.90%,0.39%,-2.44%
2/4/2022,-0.29%,13.54%,1.56%,-0.46%,0.52%
2/7/2022,-0.42%,0.19%,-1.63%,0.07%,-0.37%
2/8/2022,1.85%,2.20%,1.20%,-0.16%,0.84%
2/9/2022,0.83%,-0.14%,2.18%,0.56%,1.45%
2/10/2022,-2.36%,-1.36%,-2.84%,-3.10%,-1.81%
2/11/2022,-2.02%,-3.59%,-2.43%,-0.62%,-1.90%
2/14/2022,0.14%,1.22%,-0.01%,-1.91%,-0.38%
2/15/2022,2.32%,0.87%,1.85%,-0.16%,1.58%
2/16/2022,-0.14%,1.02%,-0.32%,-0.58%,0.09%
2/17/2022,-2.13%,-2.18%,-2.93%,-3.26%,-2.12%
2/18/2022,-0.94%,-1.33%,-0.96%,-0.50%,-0.72%
2/22/2022,-1.78%,-1.58%,-0.07%,-0.35%,-1.01%
2/23/2022,-2.59%,-3.58%,-2.59%,-1.49%,-1.84%
2/24/2022,1.67%,4.51%,5.11%,-0.08%,1.50%
2/25/2022,1.30%,1.61%,0.92%,1.81%,2.24%
2/28/2022,0.16%,-0.15%,0.50%,-1.34%,-0.24%
3/1/2022,-1.16%,-1.58%,-1.29%,-0.95%,-1.55%
3/2/2022,2.06%,0.60%,1.78%,2.07%,1.86%
3/3/2022,-0.20%,-2.73%,-1.42%,1.67%,-0.53%
3/4/2022,-1.84%,-1.53%,-2.05%,0.55%,-0.79%
3/7/2022,-2.37%,-5.62%,-3.78%,-0.43%,-2.95%
3/8/2022,-1.17%,-1.05%,-1.10%,-0.31%,-0.72%
3/9/2022,3.50%,2.40%,4.59%,0.43%,2.57%
3/10/2022,-2.72%,5.41%,-1.01%,-1.48%,-0.43%
3/11/2022,-2.39%,-0.88%,-1.93%,-0.31%,-1.30%
3/14/2022,-2.66%,-2.52%,-1.30%,-0.02%,-0.74%
3/15/2022,2.97%,3.89%,3.87%,1.37%,2.14%
3/16/2022,2.90%,3.89%,2.52%,1.11%,2.24%
3/17/2022,0.65%,2.70%,0.28%,0.72%,1.23%
3/18/2022,2.09%,2.55%,1.76%,0.63%,1.17%
3/21/2022,0.85%,0.15%,-0.42%,-0.51%,-0.04%
3/22/2022,2.08%,2.10%,1.64%,0.75%,1.13%
3/23/2022,0.82%,-0.90%,-1.50%,-0.59%,-1.23%
3/24/2022,2.27%,0.15%,1.54%,0.74%,1.43%
3/25/2022,0.37%,0.69%,-0.14%,1.62%,0.51%
3/28/2022,0.50%,2.56%,2.31%,0.09%,0.71%
3/29/2022,1.91%,0.19%,1.52%,0.36%,1.23%
3/30/2022,-0.66%,-1.78%,-0.49%,0.14%,-0.63%
3/31/2022,-1.78%,-1.99%,-1.77%,-1.60%,-1.57%
4/1/2022,-0.17%,0.35%,0.36%,0.10%,0.34%
4/4/2022,2.37%,2.93%,1.79%,0.09%,0.81%
4/5/2022,-1.89%,-2.55%,-1.30%,-1.06%,-1.26%
4/6/2022,-1.85%,-3.23%,-3.66%,0.39%,-0.97%
4/7/2022,0.18%,-0.61%,0.62%,-0.65%,0.43%
4/8/2022,-1.19%,-2.11%,-1.46%,-0.64%,-0.27%
4/11/2022,-2.55%,-2.16%,-3.94%,-1.06%,-1.69%
4/12/2022,1.15%,-0.22%,-1.12%,-0.31%,-0.34%
4/13/2022,1.63%,3.15%,1.97%,0.13%,1.12%
4/14/2022,-3.00%,-2.47%,-2.71%,0.33%,-1.21%
4/18/2022,-0.13%,0.71%,0.25%,-0.31%,-0.02%
4/19/2022,1.41%,3.49%,1.70%,2.36%,1.61%
4/20/2022,-0.10%,-2.60%,0.37%,7.10%,-0.06%
4/21/2022,-0.48%,-3.70%,-1.94%,1.11%,-1.48%
4/22/2022,-2.78%,-2.66%,-2.41%,-1.14%,-2.77%
4/25/2022,0.67%,1.19%,2.44%,0.61%,0.57%
4/26/2022,-3.73%,-4.58%,-3.74%,-2.09%,-2.81%
4/27/2022,-0.15%,-0.88%,4.81%,-0.83%,0.21%
4/28/2022,4.52%,4.65%,2.26%,0.50%,2.47%
4/29/2022,-3.66%,-14.05%,-4.18%,-2.60%,-3.63%
5/2/2022,0.20%,0.18%,2.50%,0.63%,0.57%
5/3/2022,0.96%,-0.20%,-0.95%,-0.39%,0.48%
5/4/2022,4.10%,1.35%,2.91%,3.68%,2.99%
5/5/2022,-5.57%,-7.56%,-4.36%,-1.08%,-3.56%
5/6/2022,0.33%,-1.40%,-0.94%,1.29%,-0.57%
5/9/2022,-3.32%,-5.21%,-3.69%,-2.35%,-3.20%
5/10/2022,1.61%,0.06%,1.86%,-3.95%,0.25%
5/11/2022,-5.18%,-3.20%,-3.32%,1.25%,-1.65%
5/12/2022,-2.69%,1.48%,-2.00%,1.64%,-0.13%
5/13/2022,3.19%,5.73%,2.26%,0.53%,2.39%
5/16/2022,-1.07%,-1.99%,0.15%,1.07%,-0.39%
5/17/2022,2.54%,4.11%,2.03%,2.47%,2.02%
5/18/2022,-5.64%,-7.16%,-4.77%,-3.92%,-4.04%
5/19/2022,-2.46%,0.19%,-0.37%,-2.47%,-0.58%
5/20/2022,0.17%,0.25%,-0.23%,-0.91%,0.01%
5/23/2022,4.01%,-0.03%,3.20%,2.09%,1.86%
5/24/2022,-1.92%,-3.21%,-0.40%,2.01%,-0.81%
5/25/2022,0.11%,2.57%,1.12%,0.44%,0.95%
5/26/2022,2.32%,4.03%,1.29%,1.86%,1.99%
5/27/2022,4.08%,3.66%,2.76%,1.74%,2.47%
5/31/2022,-0.53%,4.40%,-0.50%,-0.31%,-0.63%
6/1/2022,-0.09%,1.23%,0.20%,0.42%,-0.75%
6/2/2022,1.68%,3.15%,0.79%,0.52%,1.84%
6/3/2022,-3.86%,-2.52%,-1.66%,0.73%,-1.63%
6/6/2022,0.52%,1.99%,-0.47%,1.20%,0.31%
6/7/2022,1.76%,-1.43%,1.40%,-0.07%,0.95%
6/8/2022,-0.50%,-1.48%,-0.77%,-1.37%,-1.08%
6/9/2022,-3.60%,-4.15%,-2.08%,-2.04%,-2.38%
6/10/2022,-3.86%,-5.60%,-4.46%,-1.28%,-2.91%
6/13/2022,-3.83%,-5.45%,-4.24%,-0.79%,-3.88%
6/14/2022,0.67%,-1.31%,0.92%,0.45%,-0.38%
6/15/2022,2.01%,5.24%,2.97%,0.99%,1.46%
6/16/2022,-3.97%,-3.72%,-2.70%,-1.01%,-3.25%
6/17/2022,1.15%,2.47%,1.09%,-0.48%,0.22%
6/21/2022,3.28%,2.32%,2.46%,2.10%,2.45%
6/22/2022,-0.38%,0.25%,-0.24%,-0.56%,-0.13%
6/23/2022,2.16%,3.20%,2.26%,0.99%,0.95%
6/24/2022,2.45%,3.58%,3.41%,2.61%,3.06%
6/27/2022,0.00%,-2.78%,-1.05%,0.52%,-0.30%
6/28/2022,-2.98%,-5.14%,-3.17%,-0.66%,-2.01%
6/29/2022,1.30%,1.42%,1.47%,-0.81%,-0.07%
6/30/2022,-1.80%,-2.49%,-1.32%,0.34%,-0.88%
7/1/2022,1.62%,3.15%,1.07%,-0.05%,1.06%
7/5/2022,1.89%,3.60%,1.26%,-2.48%,0.16%
7/6/2022,0.96%,0.73%,1.28%,0.33%,0.36%
7/7/2022,2.40%,1.75%,0.82%,1.99%,1.50%
7/8/2022,0.47%,-0.68%,-0.28%,-0.26%,-0.08%
7/11/2022,-1.48%,-3.28%,-1.18%,0.38%,-1.15%
7/12/2022,0.68%,-2.26%,-4.10%,-1.29%,-0.92%
7/13/2022,-0.25%,1.08%,-0.37%,-1.44%,-0.45%
7/14/2022,2.05%,0.21%,0.54%,1.37%,-0.30%
7/15/2022,1.15%,2.64%,1.04%,0.62%,1.92%
7/18/2022,-2.06%,0.18%,-0.96%,-1.28%,-0.84%
7/19/2022,2.67%,3.91%,2.08%,-5.25%,2.76%
7/20/2022,1.35%,3.86%,1.06%,-1.30%,0.59%
7/21/2022,1.51%,1.52%,0.98%,-1.57%,0.99%
7/22/2022,-0.81%,-1.77%,-1.69%,0.87%,-0.93%
7/25/2022,-0.74%,-1.05%,-0.59%,0.23%,0.13%
7/26/2022,-0.88%,-5.23%,-2.68%,-0.36%,-1.15%
7/27/2022,3.42%,5.37%,6.69%,0.81%,2.62%
7/28/2022,0.36%,1.08%,2.85%,0.08%,1.21%
7/29/2022,3.28%,10.36%,1.57%,1.21%,1.42%
8/1/2022,-0.62%,0.33%,-0.97%,0.96%,-0.28%
8/2/2022,-0.93%,-0.91%,-1.15%,-0.17%,-0.67%
8/3/2022,3.82%,4.00%,2.78%,0.40%,1.56%
8/4/2022,-0.19%,2.19%,0.42%,-0.53%,-0.08%
8/5/2022,-0.28%,-1.24%,-0.26%,0.64%,-0.16%
8/8/2022,-0.29%,-0.99%,-0.92%,0.10%,-0.12%
8/9/2022,0.03%,-1.13%,0.71%,-2.37%,-0.42%
8/10/2022,2.62%,3.53%,2.43%,1.57%,2.13%
8/11/2022,-0.44%,-1.44%,-0.74%,0.79%,-0.07%
8/12/2022,2.14%,2.07%,1.70%,1.11%,1.73%
8/15/2022,0.63%,-0.26%,0.53%,0.69%,0.40%
8/16/2022,-0.09%,1.12%,-0.26%,1.21%,0.19%
8/17/2022,0.88%,-1.85%,-0.47%,0.90%,-0.72%
8/18/2022,-0.23%,0.14%,-0.39%,0.93%,0.23%
8/19/2022,-1.51%,-2.86%,-1.39%,-0.50%,-1.29%
8/22/2022,-2.30%,-3.62%,-2.94%,-2.04%,-2.14%
8/23/2022,-0.20%,0.30%,-0.47%,-0.60%,-0.22%
8/24/2022,0.18%,0.13%,-0.24%,-1.12%,0.29%
8/25/2022,1.49%,2.60%,1.11%,0.56%,1.41%
8/26/2022,-3.77%,-4.76%,-3.86%,-2.69%,-3.37%
8/29/2022,-1.37%,-0.73%,-1.07%,-0.05%,-0.67%
8/30/2022,-1.53%,-0.82%,-0.85%,-0.56%,-1.10%
8/31/2022,-1.06%,-1.52%,-0.57%,-0.87%,-0.78%
9/1/2022,0.47%,0.83%,-0.41%,0.94%,0.30%
9/2/2022,-1.36%,-0.24%,-1.67%,-1.44%,-1.07%
9/6/2022,-0.82%,-1.10%,-1.10%,-0.84%,-0.41%
9/7/2022,0.93%,2.67%,1.91%,0.78%,1.83%
9/8/2022,-0.96%,0.26%,0.17%,0.60%,0.66%
9/9/2022,1.88%,2.66%,2.30%,0.56%,1.53%
9/12/2022,3.85%,2.39%,0.83%,1.14%,1.06%
9/13/2022,-5.87%,-7.06%,-5.50%,-2.61%,-4.32%
9/14/2022,0.96%,1.36%,0.09%,0.35%,0.34%
9/15/2022,-1.89%,-1.77%,-2.71%,-1.72%,-1.13%
9/16/2022,-1.10%,-2.18%,-0.26%,1.42%,-0.72%
9/19/2022,2.51%,0.91%,-0.09%,0.36%,0.69%
9/20/2022,1.57%,-1.98%,-0.85%,-1.12%,-1.13%
9/21/2022,-2.03%,-2.99%,-1.44%,-1.08%,-1.71%
9/22/2022,-0.64%,-1.04%,0.85%,0.30%,-0.84%
9/23/2022,-1.51%,-3.01%,-1.27%,-2.07%,-1.72%
9/26/2022,0.23%,1.20%,-0.20%,-0.57%,-1.03%
9/27/2022,0.66%,-0.64%,-0.44%,-0.22%,-0.21%
9/28/2022,-1.27%,3.15%,1.97%,0.84%,1.97%
9/29/2022,-4.91%,-2.72%,-1.48%,-0.92%,-2.11%
9/30/2022,-3.00%,-1.57%,-1.94%,-2.32%,-1.51%
10/3/2022,3.08%,2.55%,3.37%,2.27%,2.59%
10/4/2022,2.56%,4.50%,3.38%,3.28%,3.06%
10/5/2022,0.21%,-0.12%,0.13%,0.19%,-0.20%
10/6/2022,-0.66%,-0.54%,-0.97%,-2.79%,-1.02%
10/7/2022,-3.67%,-4.77%,-5.09%,-2.79%,-2.80%
10/10/2022,0.24%,-0.78%,-2.13%,-0.90%,-0.75%
10/11/2022,-1.03%,-1.28%,-1.68%,0.04%,-0.65%
10/12/2022,-0.46%,0.61%,0.15%,-0.20%,-0.33%
10/13/2022,3.36%,-0.33%,3.76%,3.59%,2.60%
10/14/2022,-3.22%,-5.00%,-2.42%,-1.44%,-2.37%
10/17/2022,2.91%,6.45%,3.92%,1.23%,2.65%
10/18/2022,0.94%,2.26%,0.41%,1.17%,1.14%
10/19/2022,0.08%,-1.11%,-0.85%,-0.35%,-0.67%
10/20/2022,-0.33%,0.16%,-0.14%,4.73%,-0.80%
10/21/2022,2.71%,3.53%,2.53%,1.25%,2.37%
10/24/2022,1.48%,0.42%,2.12%,2.15%,1.19%
10/25/2022,1.93%,0.65%,1.38%,0.18%,1.63%
10/26/2022,-1.96%,-4.10%,-7.72%,1.56%,-0.74%
10/27/2022,-3.05%,-4.06%,-1.98%,-0.18%,-0.61%
10/28/2022,7.56%,-6.80%,4.02%,2.78%,2.46%
10/31/2022,-1.54%,-0.94%,-1.59%,-0.16%,-0.75%
11/1/2022,-1.75%,-5.52%,-1.71%,-0.07%,-0.41%
11/2/2022,-3.73%,-4.82%,-3.54%,-0.99%,-2.50%
11/3/2022,-4.24%,-3.06%,-2.66%,-1.72%,-1.06%
11/4/2022,-0.36%,1.88%,3.33%,1.85%,1.36%
11/7/2022,0.39%,-0.49%,2.93%,1.01%,0.96%
11/8/2022,0.42%,-0.61%,0.44%,1.23%,0.56%
11/9/2022,-3.32%,-4.27%,-1.91%,-1.89%,-2.08%
11/10/2022,8.90%,12.18%,8.23%,2.79%,5.54%
11/11/2022,1.93%,4.31%,1.70%,1.37%,0.92%
11/14/2022,-0.95%,-2.28%,-2.25%,0.72%,-0.89%
11/15/2022,1.19%,0.46%,0.17%,0.10%,0.87%
11/16/2022,-0.83%,-1.84%,-0.10%,0.12%,-0.83%
11/17/2022,1.30%,-2.34%,-0.02%,1.09%,-0.31%
11/18/2022,0.38%,-0.75%,-0.19%,1.06%,0.48%
11/21/2022,-2.17%,-1.78%,0.34%,-0.65%,-0.39%
11/22/2022,1.47%,0.80%,1.23%,1.65%,1.36%
11/23/2022,0.59%,1.00%,1.04%,-0.23%,0.59%
11/25/2022,-1.96%,-0.76%,-0.04%,-0.26%,-0.03%
11/28/2022,-2.63%,0.58%,-2.32%,-1.48%,-1.54%
11/29/2022,-2.11%,-1.63%,-0.59%,0.21%,-0.16%
11/30/2022,4.86%,4.46%,6.16%,1.65%,3.09%
12/1/2022,0.19%,-1.08%,-0.18%,0.17%,-0.09%
12/2/2022,-0.34%,-1.43%,0.13%,-0.33%,-0.12%
12/5/2022,-0.80%,-3.31%,-1.89%,-0.85%,-1.79%
12/6/2022,-2.54%,-3.03%,-2.03%,0.06%,-1.44%
12/7/2022,-1.38%,0.24%,-0.31%,-0.16%,-0.19%
12/8/2022,1.21%,2.14%,1.24%,0.35%,0.75%
12/9/2022,-0.34%,-1.39%,-0.80%,-0.49%,-0.73%
12/12/2022,1.64%,1.64%,2.89%,1.47%,1.43%
12/13/2022,0.68%,2.14%,1.75%,0.91%,0.73%
12/14/2022,-1.55%,-0.98%,0.12%,-0.47%,-0.61%
12/15/2022,-4.69%,-3.42%,-3.19%,-5.00%,-2.49%
12/16/2022,-1.46%,-0.67%,-1.73%,-1.55%,-1.11%
12/19/2022,-1.59%,-3.35%,-1.73%,-0.92%,-0.90%
12/20/2022,-0.05%,0.32%,0.56%,1.74%,0.10%
12/21/2022,2.38%,1.85%,1.09%,0.61%,1.49%
12/22/2022,-2.38%,-3.43%,-2.55%,-0.89%,-1.45%
12/23/2022,-0.28%,1.74%,0.23%,0.55%,0.59%
12/27/2022,-1.39%,-2.59%,-0.74%,0.54%,-0.40%
12/28/2022,-3.07%,-1.47%,-1.03%,-1.69%,-1.20%
12/29/2022,2.83%,2.88%,2.76%,0.74%,1.75%
12/30/2022,0.25%,-0.21%,-0.49%,-0.12%,-0.25%
1/3/2023,-3.74%,2.17%,-0.10%,0.47%,-0.40%
1/4/2023,1.03%,-0.79%,-4.37%,0.74%,0.75%
1/5/2023,-1.06%,-2.37%,-2.96%,-1.04%,-1.16%
1/6/2023,3.68%,3.56%,1.18%,1.84%,2.28%
1/9/2023,0.41%,1.49%,0.97%,-0.10%,-0.08%
1/10/2023,0.45%,2.87%,0.76%,0.87%,0.70%
1/11/2023,2.11%,5.81%,3.02%,0.32%,1.28%
1/12/2023,-0.06%,0.19%,1.16%,0.20%,0.34%
1/13/2023,1.01%,2.99%,0.30%,0.23%,0.40%
1/17/2023,0.88%,-2.11%,0.47%,-0.48%,-0.20%
1/18/2023,-0.54%,-0.61%,-1.89%,-3.29%,-1.56%
1/19/2023,0.04%,-1.86%,-1.65%,0.15%,-0.76%
1/20/2023,1.92%,3.81%,3.57%,0.41%,1.89%
1/23/2023,2.35%,0.28%,0.98%,0.47%,1.19%
1/24/2023,1.01%,-1.23%,-0.22%,-0.26%,-0.07%
1/25/2023,-0.47%,0.89%,-0.59%,-0.52%,-0.02%
1/26/2023,1.48%,2.10%,3.07%,-4.48%,1.10%
1/27/2023,1.37%,3.04%,0.06%,-0.04%,0.25%
1/30/2023,-2.01%,-1.65%,-2.20%,0.68%,-1.30%
1/31/2023,0.90%,2.57%,2.10%,-0.42%,1.46%
2/1/2023,0.79%,1.96%,1.99%,0.27%,1.05%
2/2/2023,3.71%,7.38%,4.69%,0.96%,1.47%
2/3/2023,2.44%,-8.43%,-2.36%,0.40%,-1.04%
2/6/2023,-1.79%,-1.17%,-0.61%,-0.55%,-0.61%
2/7/2023,1.92%,-0.07%,4.20%,-0.25%,1.29%
2/8/2023,-1.77%,-2.02%,-0.31%,0.10%,-1.11%
2/9/2023,-0.69%,-1.81%,-1.17%,-1.64%,-0.88%
2/10/2023,0.09%,-0.64%,-0.20%,1.38%,0.22%
2/13/2023,1.88%,1.98%,3.12%,1.29%,1.14%
2/14/2023,-0.42%,0.16%,0.31%,-0.98%,-0.03%
2/15/2023,1.39%,1.46%,-1.05%,0.29%,0.28%
2/16/2023,-1.04%,-2.98%,-2.66%,-1.03%,-1.38%
2/17/2023,-0.75%,-0.97%,-1.56%,0.01%,-0.28%
2/21/2023,-2.67%,-2.70%,-2.09%,-2.45%,-2.00%
2/22/2023,0.29%,1.28%,-0.46%,-0.56%,-0.16%
2/23/2023,0.33%,0.03%,1.30%,-0.14%,0.53%
2/24/2023,-1.80%,-2.42%,-2.18%,-0.17%,-1.05%
2/27/2023,0.82%,0.28%,0.38%,-0.06%,0.31%
2/28/2023,-0.34%,0.50%,-0.30%,-0.91%,-0.30%
3/1/2023,-1.42%,-2.19%,-1.26%,-0.86%,-0.47%
3/2/2023,0.41%,-0.04%,1.97%,0.58%,0.76%
3/3/2023,3.51%,3.01%,1.66%,0.55%,1.61%
3/6/2023,1.85%,-1.21%,0.62%,0.42%,0.07%
3/7/2023,-1.45%,-0.21%,-1.06%,-1.49%,-1.53%
3/8/2023,0.84%,0.40%,-0.18%,-0.16%,0.14%
3/9/2023,-1.49%,-1.78%,-0.54%,-1.48%,-1.85%
3/10/2023,-1.39%,-1.65%,-1.48%,-0.56%,-1.45%
3/13/2023,1.33%,1.87%,2.14%,0.10%,-0.15%
3/14/2023,1.41%,2.65%,2.71%,-0.74%,1.65%
3/15/2023,0.26%,1.39%,1.78%,-1.10%,-0.70%
3/16/2023,1.87%,3.99%,4.05%,1.15%,1.76%
3/17/2023,-0.55%,-1.09%,1.17%,-0.81%,-1.10%
3/20/2023,1.55%,-1.25%,-2.58%,1.82%,0.89%
3/21/2023,1.19%,2.97%,0.57%,0.50%,1.30%
3/22/2023,-0.91%,-1.90%,-0.54%,-1.99%,-1.65%
3/23/2023,0.70%,0.01%,1.97%,-0.55%,0.30%
3/24/2023,0.83%,-0.59%,1.05%,1.56%,0.56%
3/27/2023,-1.23%,-0.09%,-1.49%,3.21%,0.16%
3/28/2023,-0.40%,-0.82%,-0.42%,0.02%,-0.16%
3/29/2023,1.98%,3.10%,1.92%,0.29%,1.42%
3/30/2023,0.99%,1.75%,1.26%,-0.38%,0.57%
3/31/2023,1.56%,1.26%,1.50%,1.45%,1.44%
4/3/2023,0.77%,-0.85%,-0.37%,0.74%,0.37%
4/4/2023,-0.32%,1.50%,-0.02%,-0.35%,-0.58%
4/5/2023,-1.13%,-2.74%,-0.99%,0.41%,-0.25%
4/6/2023,0.55%,0.95%,2.55%,-1.24%,0.36%
4/10/2023,-1.60%,0.11%,-0.76%,0.41%,0.10%
4/11/2023,-0.76%,-2.20%,-2.27%,-0.47%,0.00%
4/12/2023,-0.44%,-2.09%,0.23%,-1.44%,-0.41%
4/13/2023,3.41%,4.67%,2.24%,-0.50%,1.33%
4/14/2023,-0.21%,0.11%,-1.28%,0.19%,-0.21%
4/17/2023,0.01%,0.22%,0.93%,-0.25%,0.33%
4/18/2023,0.75%,-0.43%,-0.15%,-0.03%,0.09%
4/19/2023,0.70%,1.96%,0.03%,-1.14%,-0.01%
4/20/2023,-0.58%,-0.47%,-0.81%,0.03%,-0.60%
4/21/2023,-0.98%,3.03%,-0.12%,-0.50%,0.09%
4/24/2023,0.19%,-0.70%,-1.40%,-0.26%,0.09%
4/25/2023,-0.94%,-3.43%,-2.25%,0.39%,-1.58%
4/26/2023,-0.01%,2.35%,7.24%,-0.03%,-0.38%
4/27/2023,2.84%,4.61%,3.20%,0.89%,1.96%
4/28/2023,0.75%,-3.98%,0.80%,-0.44%,0.83%
5/1/2023,-0.05%,-3.22%,-0.55%,-0.25%,-0.04%
5/2/2023,-0.62%,1.55%,-0.05%,-0.74%,-1.16%
5/3/2023,-0.65%,0.02%,-0.33%,-1.37%,-0.70%
5/4/2023,-0.99%,0.34%,0.33%,-0.71%,-0.72%
5/5/2023,4.69%,1.59%,1.72%,0.88%,1.85%
5/8/2023,-0.04%,0.17%,-0.64%,-0.20%,0.05%
5/9/2023,-1.00%,0.75%,-0.53%,-1.81%,-0.46%
5/10/2023,1.04%,3.35%,1.73%,0.70%,0.45%
5/11/2023,0.11%,1.81%,-0.70%,-0.92%,-0.17%
5/12/2023,-0.68%,-1.71%,-0.37%,1.60%,-0.16%
5/15/2023,-0.29%,0.85%,0.16%,0.42%,0.30%
5/16/2023,0.00%,1.98%,0.74%,0.08%,-0.64%
5/17/2023,0.36%,1.85%,0.72%,1.82%,1.19%
5/18/2023,1.37%,2.29%,1.44%,0.35%,0.94%
5/19/2023,0.06%,-1.61%,-0.06%,0.88%,-0.14%
5/22/2023,-0.55%,-1.07%,0.89%,0.19%,0.02%
5/23/2023,-1.52%,-0.02%,-1.84%,0.53%,-1.12%
5/24/2023,0.16%,1.53%,-0.45%,-1.95%,-0.73%
5/25/2023,0.67%,-1.50%,3.85%,0.86%,0.88%
5/26/2023,1.41%,4.44%,2.14%,1.68%,1.30%
5/30/2023,1.07%,1.29%,-0.50%,0.46%,0.00%
5/31/2023,-0.03%,-0.89%,-0.85%,-0.69%,-0.61%
6/1/2023,1.60%,1.82%,1.28%,0.96%,0.99%
6/2/2023,0.48%,1.21%,0.85%,2.00%,1.45%
6/5/2023,-0.76%,0.85%,0.16%,0.17%,-0.20%
6/6/2023,-0.21%,1.05%,-0.67%,0.04%,0.24%
6/7/2023,-0.78%,-4.25%,-3.09%,1.27%,-0.38%
6/8/2023,1.55%,2.49%,0.58%,0.02%,0.62%
6/9/2023,0.22%,-0.66%,0.47%,0.66%,0.11%
6/12/2023,1.56%,2.54%,1.55%,0.83%,0.93%
6/13/2023,-0.26%,0.07%,0.74%,0.86%,0.69%
6/14/2023,0.35%,-0.19%,0.91%,-0.29%,0.08%
6/15/2023,1.12%,0.55%,3.19%,0.87%,1.22%
6/16/2023,-0.59%,-1.27%,-1.66%,-0.66%,-0.37%
